"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Albania","2024","Machinery, plant and equipment; for making hot drinks, for cooking or heating food","Import","4939944.702","275701.979","No Quantity",""
"Albania","2024","Machinery, plant and equipment; for making hot drinks, for cooking or heating food","Export","128518.442","3770.972","Number of items","79"
"Albania","2024","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","Import","2555272.497","156298.028","No Quantity",""
"Albania","2024","Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature","Import","2840494.884","471613.753","Weight in kilograms","471613.753"
"Albania","2024","Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature","Export","52926.386","2470.81","Weight in kilograms","2470.81"
"Albania","2024","Machines; calendering or other rolling machines, for other than metal or glass","Import","2547.618","161","No Quantity",""
"Albania","2024","Centrifuges; clothes-dryers","Import","2076.737","1404.58","No Quantity",""
"Albania","2024","Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)","Import","763751.59","55288.76","No Quantity",""
"Albania","2024","Machinery; for filtering or purifying water","Import","6065741.395","441551.598","No Quantity",""
"Albania","2024","Machinery; for filtering or purifying water","Export","1974903.568","59240.65","Number of items","4171"
"Albania","2024","Machinery; for filtering or purifying beverages other than water","Import","17544.751","192.29","No Quantity",""
"Albania","2024","Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines","Import","6848319.194","369257.896","No Quantity",""
"Albania","2024","Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines","Export","54917.325","7866.22","Number of items","29456"
"Albania","2024","Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2","Import","1753574.531","40482.129","No Quantity",""
"Albania","2024","Machinery; intake air filters for internal combustion engines","Import","4584148.908","384294.526","Number of items","234286.632"
"Albania","2024","Machinery; intake air filters for internal combustion engines","Export","105790.857","18422.9","Number of items","47152"
"Albania","2024","Machinery; catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines","Import","14779.939","299.64","No Quantity",""
"Albania","2024","Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines","Export","27420.507","3955.1","No Quantity",""
"Albania","2024","Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines","Import","2518212.599","249891.19","No Quantity",""
"Albania","2024","Centrifuges; parts thereof, including parts for centrifugal dryers","Import","35167.512","149.879","Weight in kilograms","149.879"
"Albania","2024","Machinery; parts for filtering or purifying liquids or gases","Import","5402213.64","289947.015","Weight in kilograms","289947.015"
"Albania","2024","Machinery; parts for filtering or purifying liquids or gases","Export","335303.605","26672.4","Weight in kilograms","26672.4"
"Albania","2024","Dish washing machines; of the household type","Import","5768251.308","844067.156","Number of items","22038.585"
"Albania","2024","Dish washing machines; of other than household type","Import","984441.442","85595.96","Number of items","451.496"
"Albania","2024","Machinery; for cleaning or drying bottles or other containers","Import","1107183.422","32382.2","No Quantity",""
"Albania","2024","Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages","Import","16264053.729","426935.825","No Quantity",""
"Albania","2024","Machinery; for packing or wrapping","Import","8610180.186","333712.85","No Quantity",""
"Albania","2024","Machinery; for packing or wrapping","Export","62197.997","1517","Number of items","7"
"Albania","2024","Machinery; parts of machinery of heading no. 8422","Import","2273202.877","48294.082","Weight in kilograms","48294.082"
"Albania","2024","Weighing machines; personal (including baby scales) and household scales","Import","316664.916","53947.15","Number of items","41943.542"
"Albania","2024","Weighing machines; scales for continuous weighing of goods on conveyors","Import","14382.41","1439.9","Number of items","0.701"
"Albania","2024","Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)","Import","239420.038","27068.112","No Quantity",""
"Albania","2024","Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg","Import","276603.114","92696.51","No Quantity",""
"Albania","2024","Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 5000kg","Import","14298.247","450.6","No Quantity",""
"Albania","2024","Weighing machines; weights of all kinds, parts of weighing machinery","Import","73356.531","4135.795","Weight in kilograms","4135.795"
"Albania","2024","Fire extinguishers; whether or not charged","Import","800706.909","269387.77","No Quantity",""
"Albania","2024","Spray guns and similar appliances","Import","558492.67","38454.837","No Quantity",""
"Albania","2024","Mechanical appliances; steam or sand blasting machines and similar jet projecting machines","Import","1520440.512","168106.18","No Quantity",""
"Albania","2024","Mechanical appliances; agricultural or horticultural sprayers; portable sprayers","Import","572279.051","158041.017","No Quantity",""
"Albania","2024","Mechanical appliances; agricultural or horticultural sprayers; other than portable sprayers","Import","781797.174","223730.033","No Quantity",""
"Albania","2024","Mechanical appliances; agricultural or horticultural, n.e.c. in heading 8424","Import","1022369.804","430878","No Quantity",""
"Albania","2024","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated","Import","1502030.844","86008.298","No Quantity",""
"Albania","2024","Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated","Import","3084359.511","1298695.499","Weight in kilograms","1298695.499"
"Albania","2024","Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)","Import","103246.188","10335.48","No Quantity",""
"Albania","2024","Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)","Import","124388.874","95710.54","No Quantity",""
"Albania","2024","Winches; capstans; powered by an electric motor","Import","258650.297","43992.78","No Quantity",""
"Albania","2024","Winches; capstans; not powered by an electric motor","Import","366587.371","128539.14","No Quantity",""
"Albania","2024","Jacks; built-in jacking systems of a type used in garages, for raising vehicles","Import","639657.136","294891.01","Number of items","286.918"
"Albania","2024","Jacks and hoists; hydraulic, of a kind used for raising vehicles","Import","495221.052","199994.98","No Quantity",""
"Albania","2024","Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles","Import","145317.351","39756.504","No Quantity",""
"Albania","2024","Cranes; overhead travelling cranes on fixed support","Import","637098.169","418983","No Quantity",""
"Albania","2024","Cranes; mobile lifting frames on tyres and straddle carriers","Import","37523.55","42200","No Quantity",""
"Albania","2024","Cranes; transporter, gantry and bridge cranes","Import","883155.961","196541","No Quantity",""
"Albania","2024","Cranes; tower cranes","Import","1692981.168","1516413","Number of items","16.341"
"Albania","2024","Cranes; portal or pedestal jib cranes","Import","80330.752","77210","No Quantity",""
"Albania","2024","Cranes; self-propelled derricks and cranes, not on tyres, n.e.c. in heading no. 8426","Import","271664.017","71196","No Quantity",""
"Albania","2024","Cranes and derricks; designed for mounting on road vehicles","Import","194078.906","115225","Number of items","5.328"
"Albania","2024","Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426","Import","134997.374","113841","No Quantity",""
"Albania","2024","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor","Export","24464.84","15307.25","Number of items","4"
"Albania","2024","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor","Import","3114472.675","1439740.83","Number of items","145.196"
"Albania","2024","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor","Import","3424122.439","2018055.721","Number of items","76.811"
"Albania","2024","Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor","Export","163175.826","128090","Number of items","12"
"Albania","2024","Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled","Import","588666.194","231643.4","No Quantity",""
"Albania","2024","Lifts and skip hoists","Import","10951857.523","2450782.97","Number of items","617.626"
"Albania","2024","Elevators and conveyors; pneumatic","Import","231710.565","70856","No Quantity",""
"Albania","2024","Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31","Import","517930.646","91507.1","No Quantity",""
